State,District,Crop,Season,Year,Area_Hectares,Production_Tonnes,Yield_t_per_ha,Soil_Type,Water_Requirement,Climate,Fertilizer
Rajasthan,Rajasthan District,Jowar,Zaid,2021,23488,43922,1.87,Sandy,High,Temperate,DAP + Urea
Rajasthan,Rajasthan District,Coffee,Kharif,2021,621,2968,4.78,Clay Loam,High,Temperate,Urea
Rajasthan,Rajasthan District,Onion,Rabi,2021,9514,31681,3.33,Loam,Medium,Semi-Arid,Potash
Rajasthan,Rajasthan District,Ragi,Zaid,2021,14572,55227,3.79,Black,Low,Temperate,DAP + Urea
Rajasthan,Rajasthan District,Rice,Rabi,2021,26304,42349,1.61,Sandy,Medium,Temperate,Urea
Rajasthan,Rajasthan District,Coconut,Zaid,2021,15952,85343,5.35,Laterite,Medium,Semi-Arid,Urea
Rajasthan,Rajasthan District,Soybean,Zaid,2021,11229,24591,2.19,Loam,Low,Semi-Arid,Urea
Rajasthan,Rajasthan District,Maize,Kharif,2021,19471,57244,2.94,Clay Loam,Low,Semi-Arid,DAP + Urea
Rajasthan,Rajasthan District,Bajra,Rabi,2021,26237,156372,5.96,Laterite,Medium,Tropical,Urea
Rajasthan,Rajasthan District,Rubber,Kharif,2022,11693,27595,2.36,Clay Loam,Medium,Mountain,NPK
Rajasthan,Rajasthan District,Ragi,Kharif,2022,12622,53391,4.23,Loam,High,Mountain,NPK
Rajasthan,Rajasthan District,Wheat,Rabi,2022,1687,3407,2.02,Red,Low,Semi-Arid,Organic + NPK
Rajasthan,Rajasthan District,Apple,Rabi,2022,5459,16104,2.95,Laterite,Low,Tropical,Organic + NPK
Rajasthan,Rajasthan District,Groundnut,Rabi,2022,8372,28883,3.45,Clay Loam,High,Tropical,DAP + Urea
Rajasthan,Rajasthan District,Potato,Zaid,2022,18835,96811,5.14,Red,Low,Temperate,DAP + Urea
Rajasthan,Rajasthan District,Rubber,Kharif,2022,12434,42648,3.43,Laterite,High,Mountain,Potash
Rajasthan,Rajasthan District,Banana,Kharif,2022,23186,60747,2.62,Sandy,Medium,Temperate,Organic + NPK
Rajasthan,Rajasthan District,Mustard,Rabi,2022,26988,62072,2.3,Red,Low,Tropical,Potash
Rajasthan,Rajasthan District,Groundnut,Zaid,2022,26425,144809,5.48,Clay Loam,Low,Humid,Urea
Rajasthan,Rajasthan District,Bajra,Zaid,2022,4947,19837,4.01,Clay Loam,Medium,Mountain,DAP + Urea
Rajasthan,Rajasthan District,Potato,Rabi,2022,6635,15393,2.32,Sandy,Medium,Temperate,NPK
Rajasthan,Rajasthan District,Jowar,Kharif,2023,21292,120512,5.66,Loam,Medium,Temperate,DAP + Urea
Rajasthan,Rajasthan District,Maize,Zaid,2023,28226,48548,1.72,Black,High,Tropical,NPK
Rajasthan,Rajasthan District,Rubber,Kharif,2023,17549,57736,3.29,Black,Low,Semi-Arid,Urea
Rajasthan,Rajasthan District,Potato,Zaid,2023,14516,85934,5.92,Alluvial,Low,Semi-Arid,NPK
Rajasthan,Rajasthan District,Maize,Rabi,2023,11630,33378,2.87,Red,Low,Tropical,NPK
Rajasthan,Rajasthan District,Mustard,Rabi,2023,2180,3466,1.59,Alluvial,Low,Semi-Arid,Potash
Rajasthan,Rajasthan District,Groundnut,Kharif,2023,14463,86199,5.96,Laterite,High,Mountain,DAP + Urea
Rajasthan,Rajasthan District,Sugarcane,Rabi,2023,26452,54491,2.06,Loam,High,Temperate,Organic + NPK
Rajasthan,Rajasthan District,Ragi,Kharif,2023,24874,39052,1.57,Black,Medium,Semi-Arid,Urea
Rajasthan,Rajasthan District,Tea,Rabi,2023,22536,133413,5.92,Clay Loam,Low,Semi-Arid,Potash
Rajasthan,Rajasthan District,Groundnut,Rabi,2023,9511,54307,5.71,Laterite,High,Mountain,NPK
Rajasthan,Rajasthan District,Apple,Rabi,2023,5626,11645,2.07,Black,Medium,Semi-Arid,Urea
Rajasthan,Rajasthan District,Onion,Rabi,2024,790,4447,5.63,Red,Low,Tropical,Urea
Rajasthan,Rajasthan District,Cotton,Kharif,2024,12528,37458,2.99,Sandy,Medium,Tropical,Organic + NPK
Rajasthan,Rajasthan District,Jute,Rabi,2024,3849,8814,2.29,Sandy,Low,Temperate,Organic + NPK
Rajasthan,Rajasthan District,Rice,Kharif,2024,8144,26223,3.22,Sandy,Low,Semi-Arid,Urea
Rajasthan,Rajasthan District,Jowar,Zaid,2024,25786,55955,2.17,Clay Loam,Medium,Semi-Arid,Organic + NPK
Rajasthan,Rajasthan District,Maize,Kharif,2024,5375,13867,2.58,Red,Low,Temperate,NPK
Rajasthan,Rajasthan District,Rice,Kharif,2024,21315,34104,1.6,Alluvial,Low,Mountain,Potash
Rajasthan,Rajasthan District,Sugarcane,Zaid,2024,27685,87484,3.16,Clay Loam,Low,Tropical,Potash
Rajasthan,Rajasthan District,Mustard,Kharif,2024,23561,87646,3.72,Sandy,Low,Temperate,NPK
Rajasthan,Rajasthan District,Jute,Kharif,2024,10062,38034,3.78,Black,Medium,Semi-Arid,NPK
Rajasthan,Rajasthan District,Potato,Kharif,2024,23102,60527,2.62,Loam,Low,Tropical,DAP + Urea
Rajasthan,Rajasthan District,Sugarcane,Rabi,2024,23975,54183,2.26,Sandy,Low,Temperate,DAP + Urea
Rajasthan,Rajasthan District,Jute,Zaid,2025,8221,35350,4.3,Alluvial,High,Mountain,DAP + Urea
Rajasthan,Rajasthan District,Apple,Kharif,2025,4159,11936,2.87,Black,High,Tropical,Potash
Rajasthan,Rajasthan District,Sugarcane,Rabi,2025,20671,33693,1.63,Loam,Medium,Semi-Arid,Organic + NPK
Rajasthan,Rajasthan District,Tea,Zaid,2025,21377,94486,4.42,Clay Loam,Medium,Semi-Arid,NPK
Rajasthan,Rajasthan District,Maize,Zaid,2025,17670,43998,2.49,Red,Medium,Temperate,DAP + Urea
Rajasthan,Rajasthan District,Sugarcane,Rabi,2025,11653,63275,5.43,Alluvial,Low,Mountain,Organic + NPK
Rajasthan,Rajasthan District,Sugarcane,Zaid,2025,7477,39329,5.26,Loam,Medium,Semi-Arid,Urea
Rajasthan,Rajasthan District,Jute,Kharif,2025,24043,39911,1.66,Clay Loam,Medium,Humid,NPK
Rajasthan,Rajasthan District,Coffee,Kharif,2025,2667,12508,4.69,Clay Loam,High,Humid,NPK
Rajasthan,Rajasthan District,Ragi,Kharif,2025,24130,112445,4.66,Sandy,High,Humid,Urea
Rajasthan,Rajasthan District,Potato,Rabi,2025,8509,24080,2.83,Loam,High,Semi-Arid,NPK
Rajasthan,Rajasthan District,Bajra,Kharif,2025,28222,103574,3.67,Clay Loam,Low,Humid,Organic + NPK
Sikkim,Sikkim District,Cotton,Zaid,2016,26724,137628,5.15,Loam,Medium,Tropical,Organic + NPK
Sikkim,Sikkim District,Potato,Rabi,2016,16665,51161,3.07,Red,Low,Mountain,Urea
Sikkim,Sikkim District,Tea,Kharif,2016,16209,93039,5.74,Red,Low,Mountain,NPK
Sikkim,Sikkim District,Rubber,Kharif,2016,2184,9675,4.43,Alluvial,Medium,Mountain,Organic + NPK
Sikkim,Sikkim District,Tea,Rabi,2016,28463,134345,4.72,Laterite,Medium,Mountain,Potash
Sikkim,Sikkim District,Tea,Kharif,2016,26864,107456,4,Laterite,Medium,Humid,Organic + NPK
Sikkim,Sikkim District,Sugarcane,Kharif,2016,24574,55537,2.26,Red,Medium,Semi-Arid,Potash
Sikkim,Sikkim District,Sugarcane,Rabi,2016,5035,25628,5.09,Loam,Medium,Temperate,NPK
Sikkim,Sikkim District,Coconut,Rabi,2016,3281,12106,3.69,Alluvial,Low,Temperate,Potash
Sikkim,Sikkim District,Rubber,Rabi,2016,14891,43779,2.94,Black,Medium,Humid,Urea
Sikkim,Sikkim District,Maize,Kharif,2016,6836,17773,2.6,Loam,High,Tropical,Potash
Sikkim,Sikkim District,Jute,Kharif,2016,14072,31521,2.24,Sandy,Low,Tropical,Organic + NPK
Sikkim,Sikkim District,Coffee,Zaid,2017,15583,66695,4.28,Sandy,Medium,Temperate,Organic + NPK
Sikkim,Sikkim District,Wheat,Rabi,2017,1280,6412,5.01,Clay Loam,Medium,Semi-Arid,Organic + NPK
Sikkim,Sikkim District,Mustard,Kharif,2017,21142,61946,2.93,Loam,Low,Temperate,Urea
Sikkim,Sikkim District,Maize,Zaid,2017,27678,114586,4.14,Red,Low,Tropical,Organic + NPK
Sikkim,Sikkim District,Potato,Zaid,2017,14555,37988,2.61,Laterite,Low,Mountain,DAP + Urea
Sikkim,Sikkim District,Jowar,Kharif,2017,13309,31276,2.35,Alluvial,Medium,Semi-Arid,Urea
Sikkim,Sikkim District,Banana,Kharif,2017,21723,74727,3.44,Clay Loam,Medium,Humid,Potash
Sikkim,Sikkim District,Bajra,Rabi,2017,10259,28314,2.76,Clay Loam,Low,Humid,NPK
Sikkim,Sikkim District,Jute,Zaid,2017,665,1941,2.92,Loam,High,Humid,Urea
Sikkim,Sikkim District,Rubber,Kharif,2017,6882,30487,4.43,Laterite,Low,Humid,Organic + NPK
Sikkim,Sikkim District,Banana,Kharif,2017,21637,116407,5.38,Sandy,High,Temperate,Organic + NPK
Sikkim,Sikkim District,Jowar,Zaid,2017,9357,33404,3.57,Sandy,Low,Temperate,Organic + NPK
Sikkim,Sikkim District,Onion,Zaid,2018,1123,6019,5.36,Black,Medium,Semi-Arid,DAP + Urea
Sikkim,Sikkim District,Maize,Kharif,2018,25071,140648,5.61,Alluvial,High,Tropical,Organic + NPK
Sikkim,Sikkim District,Wheat,Zaid,2018,25091,97353,3.88,Alluvial,Medium,Mountain,NPK
Sikkim,Sikkim District,Cotton,Zaid,2018,20133,105496,5.24,Alluvial,Low,Temperate,NPK
Sikkim,Sikkim District,Potato,Rabi,2018,12846,72066,5.61,Black,Medium,Semi-Arid,Organic + NPK
Sikkim,Sikkim District,Potato,Rabi,2018,16407,92043,5.61,Sandy,High,Humid,NPK
Sikkim,Sikkim District,Groundnut,Zaid,2018,16474,50904,3.09,Black,Medium,Tropical,Urea
Sikkim,Sikkim District,Jute,Rabi,2018,21501,53537,2.49,Laterite,Low,Tropical,NPK
Sikkim,Sikkim District,Tea,Kharif,2018,10227,37839,3.7,Laterite,Medium,Semi-Arid,Potash
Sikkim,Sikkim District,Bajra,Kharif,2018,17478,39500,2.26,Laterite,Low,Mountain,Urea
Sikkim,Sikkim District,Tea,Zaid,2018,24120,58370,2.42,Loam,High,Mountain,DAP + Urea
Sikkim,Sikkim District,Tea,Zaid,2018,11351,48241,4.25,Sandy,High,Humid,Urea
Sikkim,Sikkim District,Banana,Kharif,2019,29925,146333,4.89,Black,High,Tropical,Urea
Sikkim,Sikkim District,Rice,Kharif,2019,19859,61364,3.09,Loam,Low,Mountain,NPK
Sikkim,Sikkim District,Rubber,Rabi,2019,28861,119484,4.14,Sandy,High,Tropical,Urea
Sikkim,Sikkim District,Coffee,Kharif,2019,15100,69762,4.62,Sandy,Medium,Mountain,DAP + Urea
Sikkim,Sikkim District,Coffee,Rabi,2019,22113,50859,2.3,Sandy,Low,Temperate,DAP + Urea
Sikkim,Sikkim District,Coffee,Kharif,2019,15077,34978,2.32,Laterite,Medium,Humid,DAP + Urea
Sikkim,Sikkim District,Coconut,Rabi,2019,28885,75389,2.61,Black,Medium,Semi-Arid,DAP + Urea
Sikkim,Sikkim District,Jowar,Kharif,2019,23806,133551,5.61,Red,Medium,Semi-Arid,Potash
Sikkim,Sikkim District,Banana,Kharif,2019,24946,59870,2.4,Red,Low,Temperate,NPK
Sikkim,Sikkim District,Potato,Rabi,2019,22758,74646,3.28,Alluvial,Medium,Tropical,Organic + NPK
Sikkim,Sikkim District,Potato,Zaid,2019,29314,68008,2.32,Black,High,Tropical,NPK
Sikkim,Sikkim District,Bajra,Zaid,2019,7236,23082,3.19,Laterite,Medium,Mountain,Organic + NPK
Sikkim,Sikkim District,Wheat,Rabi,2020,3243,18647,5.75,Red,High,Tropical,Organic + NPK
Sikkim,Sikkim District,Soybean,Kharif,2020,4211,16928,4.02,Sandy,Medium,Humid,Organic + NPK
Sikkim,Sikkim District,Bajra,Zaid,2020,2195,5904,2.69,Clay Loam,Medium,Temperate,NPK
Sikkim,Sikkim District,Rice,Kharif,2020,1043,1856,1.78,Laterite,Medium,Humid,Organic + NPK
Sikkim,Sikkim District,Bajra,Kharif,2020,4329,24069,5.56,Black,Medium,Semi-Arid,DAP + Urea
Sikkim,Sikkim District,Jowar,Zaid,2020,1423,2917,2.05,Clay Loam,High,Temperate,DAP + Urea
Sikkim,Sikkim District,Sugarcane,Kharif,2020,18670,65531,3.51,Red,High,Temperate,NPK
Sikkim,Sikkim District,Wheat,Kharif,2020,25425,109836,4.32,Laterite,High,Semi-Arid,Potash
Sikkim,Sikkim District,Jute,Kharif,2020,29565,130086,4.4,Alluvial,Low,Semi-Arid,NPK
Sikkim,Sikkim District,Coffee,Zaid,2020,24292,97168,4,Black,Medium,Humid,Potash
Sikkim,Sikkim District,Maize,Rabi,2020,16701,78995,4.73,Laterite,Low,Tropical,Organic + NPK
Sikkim,Sikkim District,Coconut,Rabi,2020,5400,22032,4.08,Black,Medium,Temperate,DAP + Urea
Sikkim,Sikkim District,Coconut,Zaid,2021,15777,86931,5.51,Alluvial,Low,Mountain,Organic + NPK
Sikkim,Sikkim District,Ragi,Kharif,2021,16092,81908,5.09,Black,Low,Tropical,DAP + Urea
Sikkim,Sikkim District,Mustard,Zaid,2021,8210,31280,3.81,Clay Loam,Medium,Humid,NPK
Sikkim,Sikkim District,Cotton,Zaid,2021,5346,19405,3.63,Laterite,Low,Semi-Arid,DAP + Urea
Sikkim,Sikkim District,Groundnut,Kharif,2021,4783,9948,2.08,Loam,High,Tropical,Organic + NPK
Sikkim,Sikkim District,Groundnut,Kharif,2021,2960,7607,2.57,Black,Medium,Mountain,Urea
Sikkim,Sikkim District,Apple,Kharif,2021,7981,14365,1.8,Sandy,Medium,Semi-Arid,Potash
Sikkim,Sikkim District,Maize,Zaid,2021,18533,81359,4.39,Alluvial,Medium,Tropical,DAP + Urea
Sikkim,Sikkim District,Potato,Kharif,2021,5207,16349,3.14,Laterite,High,Mountain,Urea
Sikkim,Sikkim District,Maize,Rabi,2021,26209,55563,2.12,Clay Loam,Low,Tropical,DAP + Urea
Sikkim,Sikkim District,Onion,Rabi,2021,28297,72723,2.57,Red,High,Tropical,NPK
Sikkim,Sikkim District,Soybean,Kharif,2021,26364,114419,4.34,Loam,High,Humid,Organic + NPK
Sikkim,Sikkim District,Ragi,Zaid,2022,5449,24357,4.47,Alluvial,Medium,Humid,Organic + NPK
Sikkim,Sikkim District,Cotton,Rabi,2022,13670,49212,3.6,Black,Low,Humid,DAP + Urea
Sikkim,Sikkim District,Soybean,Rabi,2022,5918,20062,3.39,Clay Loam,Low,Mountain,Organic + NPK
Sikkim,Sikkim District,Banana,Rabi,2022,1390,4100,2.95,Loam,High,Mountain,Potash
Sikkim,Sikkim District,Jute,Zaid,2022,10835,52766,4.87,Loam,Medium,Tropical,Potash
Sikkim,Sikkim District,Rice,Kharif,2022,15948,95209,5.97,Loam,Medium,Mountain,Potash
Sikkim,Sikkim District,Rubber,Rabi,2022,13795,34763,2.52,Clay Loam,Low,Humid,Potash
Sikkim,Sikkim District,Banana,Zaid,2022,25544,116991,4.58,Red,Low,Humid,Organic + NPK
Sikkim,Sikkim District,Banana,Kharif,2022,11576,36001,3.11,Red,Medium,Semi-Arid,Urea
Sikkim,Sikkim District,Mustard,Rabi,2022,26220,66861,2.55,Alluvial,High,Temperate,Organic + NPK
Sikkim,Sikkim District,Ragi,Kharif,2022,14196,42588,3,Laterite,High,Mountain,NPK
Sikkim,Sikkim District,Tea,Kharif,2022,16686,91272,5.47,Laterite,Medium,Humid,DAP + Urea
Sikkim,Sikkim District,Maize,Zaid,2023,9941,33799,3.4,Red,Medium,Humid,DAP + Urea
Sikkim,Sikkim District,Tea,Kharif,2023,20365,114858,5.64,Alluvial,High,Humid,Potash
Sikkim,Sikkim District,Jowar,Zaid,2023,25336,145175,5.73,Red,Low,Humid,Urea
Sikkim,Sikkim District,Jute,Kharif,2023,23217,121889,5.25,Clay Loam,Medium,Temperate,Organic + NPK
Sikkim,Sikkim District,Jute,Kharif,2023,3979,10305,2.59,Loam,Low,Temperate,DAP + Urea
Sikkim,Sikkim District,Rice,Kharif,2023,29291,139718,4.77,Red,Low,Temperate,DAP + Urea
Sikkim,Sikkim District,Tea,Zaid,2023,29706,125953,4.24,Loam,High,Tropical,NPK
Sikkim,Sikkim District,Onion,Zaid,2023,11104,43194,3.89,Loam,Medium,Humid,Organic + NPK
Sikkim,Sikkim District,Jute,Kharif,2023,18325,52226,2.85,Clay Loam,Medium,Tropical,Organic + NPK
Sikkim,Sikkim District,Cotton,Zaid,2023,8688,46220,5.32,Laterite,Low,Temperate,Organic + NPK
Sikkim,Sikkim District,Onion,Rabi,2023,14645,50232,3.43,Alluvial,Low,Semi-Arid,NPK
Sikkim,Sikkim District,Onion,Zaid,2023,25316,59998,2.37,Clay Loam,Medium,Mountain,Urea
Sikkim,Sikkim District,Jute,Zaid,2024,13775,27412,1.99,Laterite,Medium,Humid,Potash
Sikkim,Sikkim District,Onion,Rabi,2024,20047,63148,3.15,Alluvial,Medium,Semi-Arid,NPK
Sikkim,Sikkim District,Wheat,Rabi,2024,16945,63204,3.73,Alluvial,Low,Temperate,Urea
Sikkim,Sikkim District,Rubber,Zaid,2024,7738,15785,2.04,Sandy,Medium,Mountain,NPK
Sikkim,Sikkim District,Bajra,Kharif,2024,1940,10902,5.62,Alluvial,Medium,Temperate,Urea
Sikkim,Sikkim District,Rubber,Rabi,2024,15343,38971,2.54,Alluvial,Medium,Temperate,Potash
Sikkim,Sikkim District,Sugarcane,Kharif,2024,1042,2094,2.01,Clay Loam,Low,Semi-Arid,Potash
Sikkim,Sikkim District,Jowar,Kharif,2024,14936,50633,3.39,Red,Medium,Tropical,NPK
Sikkim,Sikkim District,Rubber,Kharif,2024,29970,112087,3.74,Alluvial,Medium,Mountain,DAP + Urea
Sikkim,Sikkim District,Ragi,Zaid,2024,27339,51670,1.89,Red,High,Tropical,Organic + NPK
Sikkim,Sikkim District,Jute,Rabi,2024,8295,37991,4.58,Alluvial,Low,Tropical,Organic + NPK
Sikkim,Sikkim District,Apple,Rabi,2024,16066,90933,5.66,Sandy,Medium,Semi-Arid,DAP + Urea
Sikkim,Sikkim District,Rice,Rabi,2025,12988,23378,1.8,Red,Low,Mountain,Urea
Sikkim,Sikkim District,Jute,Zaid,2025,21517,80258,3.73,Black,Medium,Temperate,Urea
Sikkim,Sikkim District,Soybean,Zaid,2025,22822,94026,4.12,Loam,High,Mountain,Urea
Sikkim,Sikkim District,Maize,Rabi,2025,18136,43345,2.39,Sandy,High,Temperate,Organic + NPK
Sikkim,Sikkim District,Jute,Rabi,2025,9857,55199,5.6,Laterite,Medium,Humid,Organic + NPK
Sikkim,Sikkim District,Jute,Zaid,2025,15545,71662,4.61,Sandy,High,Semi-Arid,Urea
Sikkim,Sikkim District,Rubber,Kharif,2025,24421,127477,5.22,Black,Low,Temperate,Organic + NPK
Sikkim,Sikkim District,Soybean,Zaid,2025,15192,50893,3.35,Clay Loam,Low,Semi-Arid,Organic + NPK
Sikkim,Sikkim District,Mustard,Kharif,2025,28265,143868,5.09,Laterite,High,Mountain,Urea
Sikkim,Sikkim District,Jowar,Zaid,2025,17293,40119,2.32,Black,Medium,Semi-Arid,Urea
Sikkim,Sikkim District,Bajra,Rabi,2025,24496,124439,5.08,Clay Loam,Medium,Humid,DAP + Urea
Sikkim,Sikkim District,Wheat,Kharif,2025,21326,106203,4.98,Loam,Medium,Humid,DAP + Urea
Tamil Nadu,Tamil Nadu District,Mustard,Rabi,2016,21670,59809,2.76,Loam,Low,Tropical,NPK
Tamil Nadu,Tamil Nadu District,Banana,Rabi,2016,16622,69978,4.21,Laterite,High,Semi-Arid,Urea
Tamil Nadu,Tamil Nadu District,Mustard,Rabi,2016,12416,60838,4.9,Alluvial,High,Semi-Arid,Organic + NPK
Tamil Nadu,Tamil Nadu District,Groundnut,Zaid,2016,29650,132832,4.48,Sandy,Low,Humid,Urea
Tamil Nadu,Tamil Nadu District,Rubber,Rabi,2016,1920,4627,2.41,Red,Medium,Temperate,DAP + Urea
Tamil Nadu,Tamil Nadu District,Tea,Kharif,2016,25445,85240,3.35,Laterite,High,Mountain,Urea
Tamil Nadu,Tamil Nadu District,Coconut,Kharif,2016,27740,97644,3.52,Black,Medium,Humid,Potash
Tamil Nadu,Tamil Nadu District,Ragi,Kharif,2016,12162,18729,1.54,Loam,High,Tropical,Potash
Tamil Nadu,Tamil Nadu District,Rice,Zaid,2016,19638,85425,4.35,Alluvial,Low,Semi-Arid,Organic + NPK
Tamil Nadu,Tamil Nadu District,Banana,Rabi,2016,1587,7443,4.69,Clay Loam,High,Tropical,Urea
Tamil Nadu,Tamil Nadu District,Mustard,Zaid,2016,4863,24752,5.09,Loam,Medium,Temperate,DAP + Urea
Tamil Nadu,Tamil Nadu District,Potato,Rabi,2016,17976,89160,4.96,Red,High,Humid,NPK
Tamil Nadu,Tamil Nadu District,Wheat,Rabi,2017,17255,75922,4.4,Clay Loam,Medium,Mountain,NPK
Tamil Nadu,Tamil Nadu District,Apple,Rabi,2017,13220,78262,5.92,Alluvial,Low,Humid,DAP + Urea
Tamil Nadu,Tamil Nadu District,Rice,Zaid,2017,14543,43338,2.98,Alluvial,High,Temperate,DAP + Urea
Tamil Nadu,Tamil Nadu District,Tea,Zaid,2017,27907,67255,2.41,Alluvial,Low,Mountain,Potash
Tamil Nadu,Tamil Nadu District,Coconut,Kharif,2017,29640,94255,3.18,Clay Loam,High,Tropical,Organic + NPK
Tamil Nadu,Tamil Nadu District,Soybean,Zaid,2017,3947,20958,5.31,Clay Loam,High,Tropical,Potash
Tamil Nadu,Tamil Nadu District,Onion,Rabi,2017,17292,75220,4.35,Laterite,High,Tropical,NPK
Tamil Nadu,Tamil Nadu District,Tea,Kharif,2017,18259,58246,3.19,Red,Medium,Mountain,Urea
Tamil Nadu,Tamil Nadu District,Banana,Zaid,2017,13389,55832,4.17,Clay Loam,Medium,Temperate,Organic + NPK
Tamil Nadu,Tamil Nadu District,Rice,Rabi,2017,2493,4512,1.81,Red,High,Temperate,Organic + NPK
Tamil Nadu,Tamil Nadu District,Jute,Kharif,2017,24904,70478,2.83,Loam,Low,Tropical,Potash
Tamil Nadu,Tamil Nadu District,Coconut,Rabi,2017,5445,13122,2.41,Sandy,Medium,Tropical,NPK
Tamil Nadu,Tamil Nadu District,Coconut,Zaid,2018,14930,72111,4.83,Clay Loam,High,Tropical,NPK
Tamil Nadu,Tamil Nadu District,Wheat,Kharif,2018,13730,36659,2.67,Loam,Low,Tropical,Potash
Tamil Nadu,Tamil Nadu District,Jute,Zaid,2018,16852,92854,5.51,Alluvial,Low,Temperate,NPK
Tamil Nadu,Tamil Nadu District,Groundnut,Rabi,2018,5765,12452,2.16,Loam,High,Mountain,DAP + Urea
Tamil Nadu,Tamil Nadu District,Potato,Kharif,2018,6822,39499,5.79,Clay Loam,High,Tropical,Potash
Tamil Nadu,Tamil Nadu District,Onion,Kharif,2018,28494,116540,4.09,Red,Medium,Mountain,NPK
Tamil Nadu,Tamil Nadu District,Groundnut,Rabi,2018,29933,138290,4.62,Red,Low,Temperate,DAP + Urea
Tamil Nadu,Tamil Nadu District,Maize,Kharif,2018,17065,59386,3.48,Black,Low,Tropical,DAP + Urea
Tamil Nadu,Tamil Nadu District,Ragi,Rabi,2018,7493,20006,2.67,Sandy,High,Tropical,Potash
Tamil Nadu,Tamil Nadu District,Ragi,Kharif,2018,22869,40478,1.77,Sandy,High,Semi-Arid,Potash
Tamil Nadu,Tamil Nadu District,Jowar,Kharif,2018,2239,12426,5.55,Sandy,Low,Mountain,Urea
Tamil Nadu,Tamil Nadu District,Coffee,Rabi,2018,17066,96934,5.68,Loam,High,Tropical,DAP + Urea
Tamil Nadu,Tamil Nadu District,Cotton,Zaid,2019,27871,104237,3.74,Sandy,High,Semi-Arid,Potash
Tamil Nadu,Tamil Nadu District,Banana,Rabi,2019,9201,15365,1.67,Black,Medium,Tropical,Organic + NPK
Tamil Nadu,Tamil Nadu District,Maize,Rabi,2019,1405,2964,2.11,Clay Loam,Low,Mountain,Urea
Tamil Nadu,Tamil Nadu District,Jute,Zaid,2019,9644,41565,4.31,Clay Loam,High,Mountain,DAP + Urea
Tamil Nadu,Tamil Nadu District,Soybean,Zaid,2019,18803,80100,4.26,Clay Loam,Medium,Temperate,NPK
Tamil Nadu,Tamil Nadu District,Wheat,Rabi,2019,8150,22820,2.8,Clay Loam,Low,Temperate,Urea
Tamil Nadu,Tamil Nadu District,Mustard,Zaid,2019,23443,56966,2.43,Clay Loam,Low,Tropical,NPK
Tamil Nadu,Tamil Nadu District,Sugarcane,Kharif,2019,9949,41984,4.22,Red,Low,Temperate,Potash
Tamil Nadu,Tamil Nadu District,Bajra,Zaid,2019,29876,88432,2.96,Red,Medium,Tropical,Potash
Tamil Nadu,Tamil Nadu District,Bajra,Rabi,2019,20620,111141,5.39,Alluvial,Medium,Semi-Arid,NPK
Tamil Nadu,Tamil Nadu District,Jute,Zaid,2019,25743,134378,5.22,Clay Loam,Low,Mountain,DAP + Urea
Tamil Nadu,Tamil Nadu District,Tea,Zaid,2019,24166,57515,2.38,Red,Low,Mountain,Organic + NPK
Tamil Nadu,Tamil Nadu District,Ragi,Kharif,2020,20280,64287,3.17,Laterite,High,Humid,DAP + Urea
Tamil Nadu,Tamil Nadu District,Ragi,Kharif,2020,17596,103640,5.89,Alluvial,Low,Tropical,Urea
Tamil Nadu,Tamil Nadu District,Maize,Zaid,2020,8699,33839,3.89,Sandy,Medium,Humid,Potash
Tamil Nadu,Tamil Nadu District,Maize,Kharif,2020,11335,27770,2.45,Red,High,Temperate,DAP + Urea
Tamil Nadu,Tamil Nadu District,Mustard,Rabi,2020,21983,76281,3.47,Red,High,Tropical,NPK
Tamil Nadu,Tamil Nadu District,Apple,Kharif,2020,4872,14177,2.91,Sandy,Medium,Semi-Arid,Urea
Tamil Nadu,Tamil Nadu District,Apple,Zaid,2020,23365,112385,4.81,Alluvial,Low,Mountain,NPK
Tamil Nadu,Tamil Nadu District,Onion,Rabi,2020,5254,16760,3.19,Clay Loam,High,Mountain,NPK
Tamil Nadu,Tamil Nadu District,Maize,Zaid,2020,6270,31538,5.03,Clay Loam,Low,Humid,Urea
Tamil Nadu,Tamil Nadu District,Rubber,Zaid,2020,25616,74542,2.91,Red,Medium,Tropical,NPK
Tamil Nadu,Tamil Nadu District,Tea,Kharif,2020,19216,61683,3.21,Sandy,High,Semi-Arid,NPK
Tamil Nadu,Tamil Nadu District,Coffee,Kharif,2020,27184,71765,2.64,Alluvial,Low,Mountain,Urea
Tamil Nadu,Tamil Nadu District,Groundnut,Zaid,2021,12893,40484,3.14,Clay Loam,High,Humid,NPK
Tamil Nadu,Tamil Nadu District,Banana,Rabi,2021,17027,69470,4.08,Laterite,Medium,Humid,Potash
Tamil Nadu,Tamil Nadu District,Coffee,Kharif,2021,11768,68607,5.83,Black,Low,Mountain,Urea
